Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Schools,"administration building into an empowerment center through facility upgrades and renovations, honoring the building’s legacy and ensuring it’s continued service to the community. Funding will be used to widen and straighten a city",City of Salem VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,street to state standards and provide safer passage for motorists. To transform a blighted historic theater into an,City of Staunton VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,"accessible multi-purpose community venue that provides educational and cultural opportunities, and creates jobs for the local community. This project will install sidewalks and drainage",City of Suffolk VA,1500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"improvements along Townpoint Rd. allowing safe pedestrian passage along the corridor. In addition, it will provide a safer bus stop for school children. The Foodbank proposes to build a warehouse and",City of Virginia Beach VA,2300.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Southeastern Virginia,administrative facility to increase the amount of food and programmatic resources necessary to close the food insecurity gap in Southeastern Virginia/Eastern Shore. The Virginia Beach Trail will provide equitable,City of Virginia Beach VA,5000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"access to a regional active transportation network, increase pedestrian and bicycle user safety, and spur economic strength and vitality.","Document created 06/20/2024,",421.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,This project will further analyze the,City of Virginia Beach VA,10000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,I-264/Independence Boulevard interchange improvement alternatives and implement the preferred interchange alternative as identified by the Interchange access report (IAR) to be developed August 2024. The project will provide capacity and safety,City of Virginia Beach VA,5000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,improvements along Centerville Turnpike by adding an additional lane in each direction?widening Centerville Turnpike to a four-lane divided highway. This lane extension project addresses congestion,City of Virginia Beach VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"and safety?by adding an additional lane in each direction, creating additional capacity, improving traffic flow, and removing the dangerous and confusing feeder roads. This project's purpose is to improve the",City of Virginia Beach VA,7700.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Hampton Roads,"infrastructure of childcare support for military families stationed in Hampton Roads, Virginia. To facilitate transportation to and from Colonial",City of Williamsburg VA,1750.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,Williamsburg. This project will replace the existing Winchester,City of Winchester VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation ?,Transit maintenance garage that was constructed 40 years ago and has reached the end of its useful life. This project is a southern segment of the Mason,Fairfax County VA,5500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"Neck Trail, a paved, shared-use path stretching along Gunston Road from Richmond Highway to just north of the Potomac River. The Project will construct a below-grade bus station",Fairfax County VA,5000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"at the Huntington Metrorail Station, providing a more comfortable and accessible transit station for the proposed BRT and local Connector buses. This project will implement six projects in locations",Fairfax County VA,3200.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,with high crash rates in underserved communities and the projects will include countermeasures with evidence of significant crash reduction. To provide a new community living home in Fairfax,Fairfax County VA,1000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Inc.,County that will serve individuals with intellectual and developmental disabilities. This project will provide funding to upgrade facilities,Fairfax County VA,3600.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Government,in the Mount Vernon Woods Park. Fairfax County is proposing to retrofit areas of,Fairfax County VA,750.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Government,"Virginia Department of Transportation rights-of-way for street tree planting, helping expand urban tree canopy and reduce the urban heat island effect. This project will allow Fairfax County to convert an",Fairfax County VA,900.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Government,existing building into a secure family and domestic violence shelter which will increase capacity to serve a larger number of residents. Funding will support the renovation and reuse of,Fairfax County VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Government,"the Original Mount Vernon High School, which will be used for workforce development programming to improve economic mobility of Fairfax County residents. To revitalize downtown Remington and improve",Fauquier County VA,2000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",THUD_Warner_CDS_Disclosure_24.pdf,"quality of life and attract businesses, as well as address ADA issues.","Document created 06/20/2024,",421.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Economic Development,This project will extend public utilities to an,Floyd County VA,1520.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Authority of Floyd,"undeveloped area, enabling smaller lots and thus an 8-fold increase in affordable workforce housing to be developed there. VPRA is requesting funding for Americans with",Henrico County VA,2000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Authority,"Disabilities Act (ADA) improvements at Staples Mill Train Station in Richmond, VA. Funding will be used to design and install",Henrico County VA,5000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,intersection safety enhancements across Henrico County. Reconstruct and replace deteriorating pavement at,Henrico County VA,5400.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Airport,Richmond International Airport's Passenger Terminal Apron. To commemorate the valor and sacrifices of those,Henrico County VA,6500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Government,"who fought in the Battle of New Market Heights on September 29, 1864. To rehabilitate LMI residences in the County and",James City County VA,1563.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,clear blighted properties suitable for development of affordable/work force housing. This project is to construct a sidewalk to facilitate,Loudoun County VA,800.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"safer pedestrian travel between low-income housing, schools, and shopping and employment areas. This project provides for the planning, design,",Loudoun County VA,9000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"right-of-way acquisition, and construction of a roundabout at the intersection of Route 15 (James Monroe Highway), Braddock Road (Route 705). To provide affordable housing for low-income",Loudoun County VA,6013.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Loudoun County,seniors in Loudoun County. To construct affordable multi-family rental,Loudoun County VA,7571.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,"development in Ashburn that includes an affordability mix of income-restricted units for households making 30 to 60 percent of AMI for a 60-year term. For the planning, design, right-of-way acquisition,",Loudoun County VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,and construction to widen Braddock Road (Route 620) to four lanes between the Eastern Entrance of Paul VI High School and LC Parkway. To renovate and facilitate access to a historic,Montgomery County VA,1000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",New Road Community,"building. To build affordable housing in Exmore, Virginia.",Northampton County VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development","Development Group, Inc.",To apply toward the development costs of the road,Powhatan County VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Humanity-Powhatan,through a needed community of attainable homes for those making between 40 and 80 percent of the area's AMI. Funding will be used to acquire and rehabilitate,Prince Edward County VA,2500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Foundation,"historic Dunnington Mansion as a multipurpose community and event center - used for community gathering, business conferences, educational outreach and private events. To enhance access to essential services for",Prince William County VA,1498.0
